-29.7 882.09 -59.30.2
-29.6 876.16 -59.10.2
-29.5 870.25 -58.90.2
-29.4 864.36 -58.70.2
-29.3 858.49 -58.50.2
-29.2 852.64 -58.30.2
-29.1 846.81 -58.10.2
-29 841 -57.90.2
-28.9 835.21 -57.70.2
-28.8 829.44 -57.50.2
-28.7 823.69 -57.30.2
-28.6 817.96 -57.10.2
-28.5 812.25 -56.90.2
-28.4 806.56 -56.70.2
-28.3 800.89 -56.50.2
-28.2 795.24 -56.30.2
-28.1 789.61 -56.10.2
-28 784 -55.90.2
-27.9 778.41 -55.70.2
-27.8 772.84 -55.50.2
-27.7 767.29 -55.30.2
-27.6 761.76 -55.10.2
-27.5 756.25 -54.90.2
-27.4 750.76 -54.70.2
-27.3 745.29 -54.50.2
-27.2 739.84 -54.30.2
-27.1 734.41 -54.10.2
-27 729 -53.90.2
-26.9 723.61 -53.70.2
-26.8 718.24 -53.50.2
-26.7 712.89 -53.30.2
-26.6 707.56 -53.10.2
-26.5 702.25 -52.90.2
-26.4 696.96 -52.70.2
-26.3 691.69 -52.50.2
-26.2 686.44 -52.30.2
-26.1 681.21 -52.10.2
-26 676 -51.90.2
-25.9 670.81 -51.70.2
-25.8 665.64 -51.50.2
-25.7 660.49 -51.30.2
-25.6 655.36 -51.10.2
-25.5 650.25 -50.90.2
-25.4 645.16 -50.70.2
-25.3 640.09 -50.50.2
-25.2 635.04 -50.30.2
-25.1 630.01 -50.10.2
-25 625 -49.90.2
-24.9 620.01 -49.70.2
-24.8 615.04 -49.50.2
-24.7 610.09 -49.30.2
-24.6 605.16 -49.10.2
-24.5 600.25 -48.90.2
-24.4 595.36 -48.70.2
-24.3 590.49 -48.50.2
-24.2 585.64 -48.30.2
-24.1 580.81 -48.10.2
-24 576 -47.90.2
-23.9 571.21 -47.70.2
-23.8 566.44 -47.50.2
-23.7 561.69 -47.30.2
-23.6 556.96 -47.10.2
-23.5 552.25 -46.90.2
-23.4 547.56 -46.70.2
-23.3 542.89 -46.50.2
-23.2 538.24 -46.30.2
-23.1 533.61 -46.10.2
-23 529 -45.90.2
-22.9 524.41 -45.70.2
-22.8 519.84 -45.50.2
-22.7 515.29 -45.30.2
-22.6 510.76 -45.10.2
-22.5 506.25 -44.90.2
-22.4 501.76 -44.70.2
-22.3 497.29 -44.50.2
-22.2 492.84 -44.30.2
-22.1 488.41 -44.10.2
-22 484 -43.90.2
-21.9 479.61 -43.70.2
-21.8 475.24 -43.50.2
-21.7 470.89 -43.30.2
-21.6 466.56 -43.10.2
-21.5 462.25 -42.90.2
-21.4 457.96 -42.70.2
-21.3 453.69 -42.50.2
-21.2 449.44 -42.30.2
-21.1 445.21 -42.10.2
-21 441 -41.90.2
-20.9 436.81 -41.70.2
-20.8 432.64 -41.50.2
-20.7 428.49 -41.30.2
-20.6 424.36 -41.10.2
-20.5 420.25 -40.90.2
-20.4 416.16 -40.70.2
-20.3 412.09 -40.50.2
-20.2 408.04 -40.30.2
-20.1 404.01 -40.10.2
-20 400 -39.90.2
-19.9 396.01 -39.70.2
-19.8 392.04 -39.50.2
-19.7 388.09 -39.30.2
-19.6 384.16 -39.10.2
-19.5 380.25 -38.90.2
-19.4 376.36 -38.70.2
-19.3 372.49 -38.50.2
-19.2 368.64 -38.30.2
-19.1 364.81 -38.10.2
-19 361 -37.90.2
-18.9 357.21 -37.70.2
-18.8 353.44 -37.50.2
-18.7 349.69 -37.30.2
-18.6 345.96 -37.10.2
-18.5 342.25 -36.90.2
-18.4 338.56 -36.70.2
-18.3 334.89 -36.50.2
-18.2 331.24 -36.30.2
-18.1 327.61 -36.10.2
-18 324 -35.90.2
-17.9 320.41 -35.70.2
-17.8 316.84 -35.50.2
-17.7 313.29 -35.30.2
-17.6 309.76 -35.10.2
-17.5 306.25 -34.90.2
-17.4 302.76 -34.70.2
-17.3 299.29 -34.50.2
-17.2 295.84 -34.30.2
-17.1 292.41 -34.10.2
-17 289 -33.90.2
-16.9 285.61 -33.70.2
-16.8 282.24 -33.50.2
-16.7 278.89 -33.30.2
-16.6 275.56 -33.10.2
-16.5 272.25 -32.90.2
-16.4 268.96 -32.70.2
-16.3 265.69 -32.50.2
-16.2 262.44 -32.30.2
-16.1 259.21 -32.10.2
-16 256 -31.90.2
-15.9 252.81 -31.70.2
-15.8 249.64 -31.50.2
-15.7 246.49 -31.30.2
-15.6 243.36 -31.10.2
-15.5 240.25 -30.90.2
-15.4 237.16 -30.70.2
-15.3 234.09 -30.50.2
-15.2 231.04 -30.30.2
-15.1 228.01 -30.10.2
-15 225 -29.90.2
-14.9 222.01 -29.70.2
-14.8 219.04 -29.50.2
-14.7 216.09 -29.30.2
-14.6 213.16 -29.10.2
-14.5 210.25 -28.90.2
-14.4 207.36 -28.70.2
-14.3 204.49 -28.50.2
-14.2 201.64 -28.30.2
-14.1 198.81 -28.10.2
-14 196 -27.90.2
-13.9 193.21 -27.70.2
-13.8 190.44 -27.50.2
-13.7 187.69 -27.30.2
-13.6 184.96 -27.10.2
-13.5 182.25 -26.90.2
-13.4 179.56 -26.70.2
-13.3 176.89 -26.50.2
-13.2 174.24 -26.30.2
-13.1 171.61 -26.10.2
-13 169 -25.90.2
-12.9 166.41 -25.70.2
-12.8 163.84 -25.50.2
-12.7 161.29 -25.30.2
-12.6 158.76 -25.10.2
-12.5 156.25 -24.90.2
-12.4 153.76 -24.70.2
-12.3 151.29 -24.50.2
-12.2 148.84 -24.30.2
-12.1 146.41 -24.10.2
-12 144 -23.90.2
-11.9 141.61 -23.70.2
-11.8 139.24 -23.50.2
-11.7 136.89 -23.30.2
-11.6 134.56 -23.10.2
-11.5 132.25 -22.90.2
-11.4 129.96 -22.70.2
-11.3 127.69 -22.50.2
-11.2 125.44 -22.30.2
-11.1 123.21 -22.10.2
-11 121 -21.90.2
-10.9 118.81 -21.70.2
-10.8 116.64 -21.50.2
-10.7 114.49 -21.30.2
-10.6 112.36 -21.10.2
-10.5 110.25 -20.90.2
-10.4 108.16 -20.70.2
-10.3 106.09 -20.50.2
-10.2 104.04 -20.30.2
-10.1 102.01 -20.10.2
-10 100 -19.90.2
-9.9 98.01 -19.70.2
-9.8 96.04 -19.50.2
-9.7 94.09 -19.30.2
-9.6 92.16 -19.10.2
-9.5 90.25 -18.90.2
-9.4 88.36 -18.70.2
-9.3 86.49 -18.50.2
-9.2 84.64 -18.30.2
-9.1 82.81 -18.10.2
-9 81 -17.90.2
-8.9 79.21 -17.70.2
-8.8 77.44 -17.50.2
-8.7 75.69 -17.30.2
-8.6 73.96 -17.10.2
-8.5 72.25 -16.90.2
-8.4 70.56 -16.70.2
-8.3 68.89 -16.50.2
-8.2 67.24 -16.30.2
-8.1 65.61 -16.10.2
-8 64 -15.90.2
-7.9 62.41 -15.70.2
-7.8 60.84 -15.50.2
-7.7 59.29 -15.30.2
-7.6 57.76 -15.10.2
-7.5 56.25 -14.90.2
-7.4 54.76 -14.70.2
-7.3 53.29 -14.50.2
-7.2 51.84 -14.30.2
-7.1 50.41 -14.10.2
-7 49 -13.90.2
-6.9 47.61 -13.70.2
-6.8 46.24 -13.50.2
-6.7 44.89 -13.30.2
-6.6 43.56 -13.10.2
-6.5 42.25 -12.90.2
-6.4 40.96 -12.70.2
-6.3 39.69 -12.50.2
-6.2 38.44 -12.30.2
-6.1 37.21 -12.10.2
-6 36 -11.90.2
-5.9 34.81 -11.70.2
-5.8 33.64 -11.50.2
-5.7 32.49 -11.30.2
-5.6 31.36 -11.10.2
-5.5 30.25 -10.90.2
-5.4 29.16 -10.70.2
-5.3 28.09 -10.50.2
-5.2 27.04 -10.30.2
-5.1 26.01 -10.10.2
-5 25 -9.90.2
-4.9 24.01 -9.70.2
-4.8 23.04 -9.50.2
-4.7 22.09 -9.30.2
-4.6 21.16 -9.10.2
-4.5 20.25 -8.90.2
-4.4 19.36 -8.70.2
-4.3 18.49 -8.50.2
-4.2 17.64 -8.30.2
-4.1 16.81 -8.10.2
-4 16 -7.90.2
-3.9 15.21 -7.70.2
-3.8 14.44 -7.50.2
-3.7 13.69 -7.30.2
-3.6 12.96 -7.10.2
-3.5 12.25 -6.90.2
-3.4 11.56 -6.70.2
-3.3 10.89 -6.50.2
-3.2 10.24 -6.30.2
-3.1 9.61 -6.10.2
-3 9 -5.90.2
-2.9 8.41 -5.70.2
-2.8 7.84 -5.50.2
-2.7 7.29 -5.30.2
-2.6 6.76 -5.10.2
-2.5 6.25 -4.90.2
-2.4 5.76 -4.70.2
-2.3 5.29 -4.50.2
-2.2 4.84 -4.30.2
-2.1 4.41 -4.10.2
-2 4 -3.90.2
-1.9 3.61 -3.70.2
-1.8 3.24 -3.50.2
-1.7 2.89 -3.30.2
-1.6 2.56 -3.10.2
-1.5 2.25 -2.90.2
-1.4 1.96 -2.70.2
-1.3 1.69 -2.50.2
-1.2 1.44 -2.30.2
-1.1 1.21 -2.10.2
-1 1 -1.90.2
-0.9 0.81 -1.70.2
-0.8 0.64 -1.50.2
-0.7 0.49 -1.30.2
-0.6 0.36 -1.10.2
-0.5 0.25 -0.90.2
-0.4 0.16 -0.70.2
-0.3 0.09 -0.50.2
-0.2 0.04 -0.30.2
-0.1 0.01 -0.10.2
1.52933e-014 2.33886e-028 0.10.2
0.1 0.01 0.30.2
0.2 0.04 0.50.2
0.3 0.09 0.70.2
0.4 0.16 0.90.2
0.5 0.25 1.10.2
0.6 0.36 1.30.2
0.7 0.49 1.50.2
0.8 0.64 1.70.2
0.9 0.81 1.90.2
1 1 2.10.2
1.1 1.21 2.30.2
1.2 1.44 2.50.2
1.3 1.69 2.70.2
1.4 1.96 2.90.2
1.5 2.25 3.10.2
1.6 2.56 3.30.2
1.7 2.89 3.50.2
1.8 3.24 3.70.2
1.9 3.61 3.90.2
2 4 4.10.2
2.1 4.41 4.30.2
2.2 4.84 4.50.2
2.3 5.29 4.70.2
2.4 5.76 4.90.2
2.5 6.25 5.10.2
2.6 6.76 5.30.2
2.7 7.29 5.50.2
2.8 7.84 5.70.2
2.9 8.41 5.90.2
3 9 6.10.2
3.1 9.61 6.30.2
3.2 10.24 6.50.2
3.3 10.89 6.70.2
3.4 11.56 6.90.2
3.5 12.25 7.10.2
3.6 12.96 7.30.2
3.7 13.69 7.50.2
3.8 14.44 7.70.2
3.9 15.21 7.90.2
4 16 8.10.2
4.1 16.81 8.30.2
4.2 17.64 8.50.2
4.3 18.49 8.70.2
4.4 19.36 8.90.2
4.5 20.25 9.10.2
4.6 21.16 9.30.2
4.7 22.09 9.50.2
4.8 23.04 9.70.2
4.9 24.01 9.90.2
5 25 10.10.2
5.1 26.01 10.30.2
5.2 27.04 10.50.2
5.3 28.09 10.70.2
5.4 29.16 10.90.2
5.5 30.25 11.10.2
5.6 31.36 11.30.2
5.7 32.49 11.50.2
5.8 33.64 11.70.2
5.9 34.81 11.90.2
6 36 12.10.2
6.1 37.21 12.30.2
6.2 38.44 12.50.2
6.3 39.69 12.70.2
6.4 40.96 12.90.2
6.5 42.25 13.10.2
6.6 43.56 13.30.2
6.7 44.89 13.50.2
6.8 46.24 13.70.2
6.9 47.61 13.90.2
7 49 14.10.2
7.1 50.41 14.30.2
7.2 51.84 14.50.2
7.3 53.29 14.70.2
7.4 54.76 14.90.2
7.5 56.25 15.10.2
7.6 57.76 15.30.2
7.7 59.29 15.50.2
7.8 60.84 15.70.2
7.9 62.41 15.90.2
8 64 16.10.2
8.1 65.61 16.30.2
8.2 67.24 16.50.2
8.3 68.89 16.70.2
8.4 70.56 16.90.2
8.5 72.25 17.10.2
8.6 73.96 17.30.2
8.7 75.69 17.50.2
8.8 77.44 17.70.2
8.9 79.21 17.90.2
9 81 18.10.2
9.1 82.81 18.30.2
9.2 84.64 18.50.2
9.3 86.49 18.70.2
9.4 88.36 18.90.2
9.5 90.25 19.10.2
9.6 92.16 19.30.2
9.7 94.09 19.50.2
9.8 96.04 19.70.2
9.9 98.01 19.90.2
10 100 20.10.2
10.1 102.01 20.30.2
10.2 104.04 20.50.2
10.3 106.09 20.70.2
10.4 108.16 20.90.2
10.5 110.25 21.10.2
10.6 112.36 21.30.2
10.7 114.49 21.50.2
10.8 116.64 21.70.2
10.9 118.81 21.90.2
11 121 22.10.2
11.1 123.21 22.30.2
11.2 125.44 22.50.2
11.3 127.69 22.70.2
11.4 129.96 22.90.2
11.5 132.25 23.10.2
11.6 134.56 23.30.2
11.7 136.89 23.50.2
11.8 139.24 23.70.2
11.9 141.61 23.90.2
12 144 24.10.2
12.1 146.41 24.30.2
12.2 148.84 24.50.2
12.3 151.29 24.70.2
12.4 153.76 24.90.2
12.5 156.25 25.10.2
12.6 158.76 25.30.2
12.7 161.29 25.50.2
12.8 163.84 25.70.2
12.9 166.41 25.90.2
13 169 26.10.2
13.1 171.61 26.30.2
13.2 174.24 26.50.2
13.3 176.89 26.70.2
13.4 179.56 26.90.2
13.5 182.25 27.10.2
