13.6 184.96 27.30.2
13.7 187.69 27.50.2
13.8 190.44 27.70.2
13.9 193.21 27.90.2
14 196 28.10.2
14.1 198.81 28.30.2
14.2 201.64 28.50.2
14.3 204.49 28.70.2
14.4 207.36 28.90.2
14.5 210.25 29.10.2
14.6 213.16 29.30.2
14.7 216.09 29.50.2
14.8 219.04 29.70.2
14.9 222.01 29.90.2
15 225 30.10.2
15.1 228.01 30.30.2
15.2 231.04 30.50.2
15.3 234.09 30.70.2
15.4 237.16 30.90.2
15.5 240.25 31.10.2
15.6 243.36 31.30.2
15.7 246.49 31.50.2
15.8 249.64 31.70.2
15.9 252.81 31.90.2
16 256 32.10.2
16.1 259.21 32.30.2
16.2 262.44 32.50.2
16.3 265.69 32.70.2
16.4 268.96 32.90.2
16.5 272.25 33.10.2
16.6 275.56 33.30.2
16.7 278.89 33.50.2
16.8 282.24 33.70.2
16.9 285.61 33.90.2
17 289 34.10.2
17.1 292.41 34.30.2
17.2 295.84 34.50.2
17.3 299.29 34.70.2
17.4 302.76 34.90.2
17.5 306.25 35.10.2
17.6 309.76 35.30.2
17.7 313.29 35.50.2
17.8 316.84 35.70.2
17.9 320.41 35.90.2
18 324 36.10.2
18.1 327.61 36.30.2
18.2 331.24 36.50.2
18.3 334.89 36.70.2
18.4 338.56 36.90.2
18.5 342.25 37.10.2
18.6 345.96 37.30.2
18.7 349.69 37.50.2
18.8 353.44 37.70.2
18.9 357.21 37.90.2
19 361 38.10.2
19.1 364.81 38.30.2
19.2 368.64 38.50.2
19.3 372.49 38.70.2
19.4 376.36 38.90.2
19.5 380.25 39.10.2
19.6 384.16 39.30.2
19.7 388.09 39.50.2
19.8 392.04 39.70.2
19.9 396.01 39.90.2
20 400 40.10.2
20.1 404.01 40.30.2
20.2 408.04 40.50.2
20.3 412.09 40.70.2
20.4 416.16 40.90.2
20.5 420.25 41.10.2
20.6 424.36 41.30.2
20.7 428.49 41.50.2
20.8 432.64 41.70.2
20.9 436.81 41.90.2
21 441 42.10.2
21.1 445.21 42.30.2
21.2 449.44 42.50.2
21.3 453.69 42.70.2
21.4 457.96 42.90.2
21.5 462.25 43.10.2
21.6 466.56 43.30.2
21.7 470.89 43.50.2
21.8 475.24 43.70.2
21.9 479.61 43.90.2
22 484 44.10.2
22.1 488.41 44.30.2
22.2 492.84 44.50.2
22.3 497.29 44.70.2
22.4 501.76 44.90.2
22.5 506.25 45.10.2
22.6 510.76 45.30.2
22.7 515.29 45.50.2
22.8 519.84 45.70.2
22.9 524.41 45.90.2
23 529 46.10.2
23.1 533.61 46.30.2
23.2 538.24 46.50.2
23.3 542.89 46.70.2
23.4 547.56 46.90.2
23.5 552.25 47.10.2
23.6 556.96 47.30.2
23.7 561.69 47.50.2
23.8 566.44 47.70.2
23.9 571.21 47.90.2
24 576 48.10.2
24.1 580.81 48.30.2
24.2 585.64 48.50.2
24.3 590.49 48.70.2
24.4 595.36 48.90.2
24.5 600.25 49.10.2
24.6 605.16 49.30.2
24.7 610.09 49.50.2
24.8 615.04 49.70.2
24.9 620.01 49.90.2
25 625 50.10.2
25.1 630.01 50.30.2
25.2 635.04 50.50.2
25.3 640.09 50.70.2
25.4 645.16 50.90.2
25.5 650.25 51.10.2
25.6 655.36 51.30.2
25.7 660.49 51.50.2
25.8 665.64 51.70.2
25.9 670.81 51.90.2
26 676 52.10.2
26.1 681.21 52.30.2
26.2 686.44 52.50.2
26.3 691.69 52.70.2
26.4 696.96 52.90.2
26.5 702.25 53.10.2
26.6 707.56 53.30.2
26.7 712.89 53.50.2
26.8 718.24 53.70.2
26.9 723.61 53.90.2
27 729 54.10.2
27.1 734.41 54.30.2
27.2 739.84 54.50.2
27.3 745.29 54.70.2
27.4 750.76 54.90.2
27.5 756.25 55.10.2
27.6 761.76 55.30.2
27.7 767.29 55.50.2
27.8 772.84 55.70.2
27.9 778.41 55.90.2
28 784 56.10.2
28.1 789.61 56.30.2
28.2 795.24 56.50.2
28.3 800.89 56.70.2
28.4 806.56 56.90.2
28.5 812.25 57.10.2
28.6 817.96 57.30.2
28.7 823.69 57.50.2
28.8 829.44 57.70.2
28.9 835.21 57.90.2
29 841 58.10.2
29.1 846.81 58.30.2
29.2 852.64 58.50.2
29.3 858.49 58.70.2
29.4 864.36 58.90.2
29.5 870.25 59.10.2
29.6 876.16 59.30.2
29.7 882.09 59.50.2
29.8 888.04 59.70.2
29.9 894.01 59.90.2
30 900 60.10.2
30.1 906.01 60.30.2
30.2 912.04 60.50.2
30.3 918.09 60.70.2
30.4 924.16 60.90.2
30.5 930.25 61.10.2
30.6 936.36 61.30.2
30.7 942.49 61.50.2
30.8 948.64 61.70.2
30.9 954.81 61.90.2
31 961 62.10.2
31.1 967.21 62.30.2
31.2 973.44 62.50.2
31.3 979.69 62.70.2
31.4 985.96 62.90.2
31.5 992.25 63.10.2
31.6 998.56 63.30.2
31.7 1004.89 63.50.2
31.8 1011.24 63.70.2
31.9 1017.61 63.90.2
32 1024 64.10.2
32.1 1030.41 64.30.2
32.2 1036.84 64.50.2
32.3 1043.29 64.70.2
32.4 1049.76 64.90.2
32.5 1056.25 65.10.2
32.6 1062.76 65.30.2
32.7 1069.29 65.50.2
32.8 1075.84 65.70.2
32.9 1082.41 65.90.2
33 1089 66.10.2
33.1 1095.61 66.30.2
33.2 1102.24 66.50.2
33.3 1108.89 66.70.2
33.4 1115.56 66.90.2
33.5 1122.25 67.10.2
33.6 1128.96 67.30.2
33.7 1135.69 67.50.2
33.8 1142.44 67.70.2
33.9 1149.21 67.90.2
34 1156 68.10.2
34.1 1162.81 68.30.2
34.2 1169.64 68.50.2
34.3 1176.49 68.70.2
34.4 1183.36 68.90.2
34.5 1190.25 69.10.2
34.6 1197.16 69.30.2
34.7 1204.09 69.50.2
34.8 1211.04 69.70.2
34.9 1218.01 69.90.2
35 1225 70.10.2
35.1 1232.01 70.30.2
35.2 1239.04 70.50.2
35.3 1246.09 70.70.2
35.4 1253.16 70.90.2
35.5 1260.25 71.10.2
35.6 1267.36 71.30.2
35.7 1274.49 71.50.2
35.8 1281.64 71.70.2
35.9 1288.81 71.90.2
36 1296 72.10.2
36.1 1303.21 72.30.2
36.2 1310.44 72.50.2
36.3 1317.69 72.70.2
36.4 1324.96 72.90.2
36.5 1332.25 73.10.2
36.6 1339.56 73.30.2
36.7 1346.89 73.50.2
36.8 1354.24 73.70.2
36.9 1361.61 73.90.2
37 1369 74.10.2
37.1 1376.41 74.30.2
37.2 1383.84 74.50.2
37.3 1391.29 74.70.2
37.4 1398.76 74.90.2
37.5 1406.25 75.10.2
37.6 1413.76 75.30.2
37.7 1421.29 75.50.2
37.8 1428.84 75.70.2
37.9 1436.41 75.90.2
38 1444 76.10.2
38.1 1451.61 76.30.2
38.2 1459.24 76.50.2
38.3 1466.89 76.70.2
38.4 1474.56 76.90.2
38.5 1482.25 77.10.2
38.6 1489.96 77.30.2
38.7 1497.69 77.50.2
38.8 1505.44 77.70.2
38.9 1513.21 77.90.2
39 1521 78.10.2
39.1 1528.81 78.30.2
39.2 1536.64 78.50.2
39.3 1544.49 78.70.2
39.4 1552.36 78.90.2
39.5 1560.25 79.10.2
39.6 1568.16 79.30.2
39.7 1576.09 79.50.2
39.8 1584.04 79.70.2
39.9 1592.01 79.90.2
40 1600 80.10.2
40.1 1608.01 80.30.2
40.2 1616.04 80.50.2
40.3 1624.09 80.70.2
40.4 1632.16 80.90.2
40.5 1640.25 81.10.2
40.6 1648.36 81.30.2
40.7 1656.49 81.50.2
40.8 1664.64 81.70.2
40.9 1672.81 81.90.2
41 1681 82.10.2
41.1 1689.21 82.30.2
41.2 1697.44 82.50.2
41.3 1705.69 82.70.2
41.4 1713.96 82.90.2
41.5 1722.25 83.10.2
41.6 1730.56 83.30.2
41.7 1738.89 83.50.2
41.8 1747.24 83.70.2
41.9 1755.61 83.90.2
42 1764 84.10.2
42.1 1772.41 84.30.2
42.2 1780.84 84.50.2
42.3 1789.29 84.70.2
42.4 1797.76 84.90.2
42.5 1806.25 85.10.2
42.6 1814.76 85.30.2
42.7 1823.29 85.50.2
42.8 1831.84 85.70.2
42.9 1840.41 85.90.2
43 1849 86.10.2
43.1 1857.61 86.30.2
43.2 1866.24 86.50.2
43.3 1874.89 86.70.2
43.4 1883.56 86.90.2
43.5 1892.25 87.10.2
43.6 1900.96 87.30.2
43.7 1909.69 87.50.2
43.8 1918.44 87.70.2
43.9 1927.21 87.90.2
44 1936 88.10.2
44.1 1944.81 88.30.2
44.2 1953.64 88.50.2
44.3 1962.49 88.70.2
44.4 1971.36 88.90.2
44.5 1980.25 89.10.2
44.6 1989.16 89.30.2
44.7 1998.09 89.50.2
44.8 2007.04 89.70.2
44.9 2016.01 89.90.2
45 2025 90.10.2
45.1 2034.01 90.30.2
45.2 2043.04 90.50.2
45.3 2052.09 90.70.2
45.4 2061.16 90.90.2
45.5 2070.25 91.10.2
45.6 2079.36 91.30.2
45.7 2088.49 91.50.2
45.8 2097.64 91.70.2
45.9 2106.81 91.90.2
46 2116 92.10.2
46.1 2125.21 92.30.2
46.2 2134.44 92.50.2
46.3 2143.69 92.70.2
46.4 2152.96 92.90.2
46.5 2162.25 93.10.2
46.6 2171.56 93.30.2
46.7 2180.89 93.50.2
46.8 2190.24 93.70.2
46.9 2199.61 93.90.2
47 2209 94.10.2
47.1 2218.41 94.30.2
47.2 2227.84 94.50.2
47.3 2237.29 94.70.2
47.4 2246.76 94.90.2
47.5 2256.25 95.10.2
47.6 2265.76 95.30.2
47.7 2275.29 95.50.2
47.8 2284.84 95.70.2
47.9 2294.41 95.90.2
48 2304 96.10.2
48.1 2313.61 96.30.2
48.2 2323.24 96.50.2
48.3 2332.89 96.70.2
48.4 2342.56 96.90.2
48.5 2352.25 97.10.2
48.6 2361.96 97.30.2
48.7 2371.69 97.50.2
48.8 2381.44 97.70.2
48.9 2391.21 97.90.2
49 2401 98.10.2
49.1 2410.81 98.30.2
49.2 2420.64 98.50.2
49.3 2430.49 98.70.2
49.4 2440.36 98.90.2
49.5 2450.25 99.10.2
49.6 2460.16 99.30.2
49.7 2470.09 99.50.2
49.8 2480.04 99.70.2
49.9 2490.01 99.90.2
50 2500 100.10.2
50.1 2510.01 100.30.2
50.2 2520.04 100.50.2
50.3 2530.09 100.70.2
50.4 2540.16 100.90.2
50.5 2550.25 101.10.2
50.6 2560.36 101.30.2
50.7 2570.49 101.50.2
50.8 2580.64 101.70.2
50.9 2590.81 101.90.2
51 2601 102.10.2
51.1 2611.21 102.30.2
51.2 2621.44 102.50.2
51.3 2631.69 102.70.2
51.4 2641.96 102.90.2
51.5 2652.25 103.10.2
51.6 2662.56 103.30.2
51.7 2672.89 103.50.2
51.8 2683.24 103.70.2
51.9 2693.61 103.90.2
52 2704 104.10.2
52.1 2714.41 104.30.2
52.2 2724.84 104.50.2
52.3 2735.29 104.70.2
52.4 2745.76 104.90.2
52.5 2756.25 105.10.2
52.6 2766.76 105.30.2
52.7 2777.29 105.50.2
52.8 2787.84 105.70.2
52.9 2798.41 105.90.2
53 2809 106.10.2
53.1 2819.61 106.30.2
53.2 2830.24 106.50.2
53.3 2840.89 106.70.2
53.4 2851.56 106.90.2
53.5 2862.25 107.10.2
53.6 2872.96 107.30.2
53.7 2883.69 107.50.2
53.8 2894.44 107.70.2
53.9 2905.21 107.90.2
54 2916 108.10.2
54.1 2926.81 108.30.2
54.2 2937.64 108.50.2
54.3 2948.49 108.70.2
54.4 2959.36 108.90.2
54.5 2970.25 109.10.2
54.6 2981.16 109.30.2
54.7 2992.09 109.50.2
54.8 3003.04 109.70.2
54.9 3014.01 109.90.2
55 3025 110.10.2
55.1 3036.01 110.30.2
55.2 3047.04 110.50.2
55.3 3058.09 110.70.2
55.4 3069.16 110.90.2
55.5 3080.25 111.10.2
55.6 3091.36 111.30.2
55.7 3102.49 111.50.2
55.8 3113.64 111.70.2
55.9 3124.81 111.90.2
56 3136 112.10.2
56.1 3147.21 112.30.2
56.2 3158.44 112.50.2
56.3 3169.69 112.70.2
56.4 3180.96 112.90.2
56.5 3192.25 113.10.2
56.6 3203.56 113.30.2
56.7 3214.89 113.50.2
56.8 3226.24 113.70.2
56.9 3237.61 113.90.2
57 3249 114.10.2
57.1 3260.41 114.30.2
57.2 3271.84 114.50.2
57.3 3283.29 114.70.2
57.4 3294.76 114.90.2
57.5 3306.25 115.10.2
57.6 3317.76 115.30.2
57.7 3329.29 115.50.2
57.8 3340.84 115.70.2
57.9 3352.41 115.90.2
58 3364 116.10.2
58.1 3375.61 116.30.2
58.2 3387.24 116.50.2
58.3 3398.89 116.70.2
58.4 3410.56 116.90.2
58.5 3422.25 117.10.2
58.6 3433.96 117.30.2
58.7 3445.69 117.50.2
58.8 3457.44 117.70.2
58.9 3469.21 117.90.2
59 3481 118.10.2
59.1 3492.81 118.30.2
59.2 3504.64 118.50.2
59.3 3516.49 118.70.2
59.4 3528.36 118.90.2
59.5 3540.25 119.10.2
59.6 3552.16 119.30.2
59.7 3564.09 119.50.2
59.8 3576.04 119.70.2
59.9 3588.01 119.90.2
60 3600 120.10.2
60.1 3612.01 120.30.2
60.2 3624.04 120.50.2
60.3 3636.09 120.70.2
60.4 3648.16 120.90.2
60.5 3660.25 121.10.2
60.6 3672.36 121.30.2
60.7 3684.49 121.50.2
60.8 3696.64 121.70.2
60.9 3708.81 121.90.2
61 3721 122.10.2
61.1 3733.21 122.30.2
61.2 3745.44 122.50.2
61.3 3757.69 122.70.2
61.4 3769.96 122.90.2
61.5 3782.25 123.10.2
61.6 3794.56 123.30.2
61.7 3806.89 123.50.2
61.8 3819.24 123.70.2
61.9 3831.61 123.90.2
62 3844 124.10.2
62.1 3856.41 124.30.2
62.2 3868.84 124.50.2
62.3 3881.29 124.70.2
62.4 3893.76 124.90.2
62.5 3906.25 125.10.2
62.6 3918.76 125.30.2
62.7 3931.29 125.50.2
62.8 3943.84 125.70.2
62.9 3956.41 125.90.2
63 3969 126.10.2
63.1 3981.61 126.30.2
63.2 3994.24 126.50.2
63.3 4006.89 126.70.2
63.4 4019.56 126.90.2
63.5 4032.25 127.10.2
63.6 4044.96 127.30.2
63.7 4057.69 127.50.2
63.8 4070.44 127.70.2
63.9 4083.21 127.90.2
64 4096 128.10.2
64.1 4108.81 128.30.2
64.2 4121.64 128.50.2
64.3 4134.49 128.70.2
64.4 4147.36 128.90.2
64.5 4160.25 129.10.2
64.6 4173.16 129.30.2
64.7 4186.09 129.50.2
64.8 4199.04 129.70.2
64.9 4212.01 129.90.2
65 4225 130.10.2
65.1 4238.01 130.30.2
65.2 4251.04 130.50.2
65.3 4264.09 130.70.2
65.4 4277.16 130.90.2
65.5 4290.25 131.10.2
65.6 4303.36 131.30.2
65.7 4316.49 131.50.2
65.8 4329.64 131.70.2
65.9 4342.81 131.90.2
66 4356 132.10.2
66.1 4369.21 132.30.2
66.2 4382.44 132.50.2
66.3 4395.69 132.70.2
66.4 4408.96 132.90.2
66.5 4422.25 133.10.2
66.6 4435.56 133.30.2
66.7 4448.89 133.50.2
66.8 4462.24 133.70.2
66.9 4475.61 133.90.2
67 4489 134.10.2
67.1 4502.41 134.30.2
67.2 4515.84 134.50.2
67.3 4529.29 134.70.2
67.4 4542.76 134.90.2
67.5 4556.25 135.10.2
67.6 4569.76 135.30.2
67.7 4583.29 135.50.2
67.8 4596.84 135.70.2
67.9 4610.41 135.90.2
68 4624 136.10.2
68.1 4637.61 136.30.2
68.2 4651.24 136.50.2
68.3 4664.89 136.70.2
68.4 4678.56 136.90.2
68.5 4692.25 137.10.2
68.6 4705.96 137.30.2
68.7 4719.69 137.50.2
68.8 4733.44 137.70.2
68.9 4747.21 137.90.2
69 4761 138.10.2
69.1 4774.81 138.30.2
69.2 4788.64 138.50.2
69.3 4802.49 138.70.2
69.4 4816.36 138.90.2
69.5 4830.25 139.10.2
69.6 4844.16 139.30.2
69.7 4858.09 139.50.2
69.8 4872.04 139.70.2
69.9 4886.01 139.90.2
70 4900 140.10.2
70.1 4914.01 140.30.2
70.2 4928.04 140.50.2
70.3 4942.09 140.70.2
70.4 4956.16 140.90.2
70.5 4970.25 141.10.2
70.6 4984.36 141.30.2
70.7 4998.49 141.50.2
70.8 5012.64 141.70.2
70.9 5026.81 141.90.2
71 5041 142.10.2
71.1 5055.21 142.30.2
71.2 5069.44 142.50.2
71.3 5083.69 142.70.2
71.4 5097.96 142.90.2
71.5 5112.25 143.10.2
71.6 5126.56 143.30.2
71.7 5140.89 143.50.2
71.8 5155.24 143.70.2
71.9 5169.61 143.90.2
72 5184 144.10.2
72.1 5198.41 144.30.2
72.2 5212.84 144.50.2
72.3 5227.29 144.70.2
72.4 5241.76 144.90.2
72.5 5256.25 145.10.2
72.6 5270.76 145.30.2
72.7 5285.29 145.50.2
72.8 5299.84 145.70.2
72.9 5314.41 145.90.2
73 5329 146.10.2
73.1 5343.61 146.30.2
73.2 5358.24 146.50.2
73.3 5372.89 146.70.2
73.4 5387.56 146.90.2
73.5 5402.25 147.10.2
73.6 5416.96 147.30.2
73.7 5431.69 147.50.2
73.8 5446.44 147.70.2
73.9 5461.21 147.90.2
74 5476 148.10.2
74.1 5490.81 148.30.2
74.2 5505.64 148.50.2
74.3 5520.49 148.70.2
74.4 5535.36 148.90.2
74.5 5550.25 149.10.2
74.6 5565.16 149.30.2
74.7 5580.09 149.50.2
74.8 5595.04 149.70.2
74.9 5610.01 149.90.2
